,A,B,C,D,E,F,G,H,I,J
1322,200.86,682.95,107.24,120.91,72.75,34.44,64.29,241.49,49.41,79.57
1323,200.82,675.84,106.92,120.91,71.82,34.63,64.18,232.05,49.26,79.77
1324,199.59,664.18,105.91,123.42,73.57,34.45,64.21,233.47,49.48,80.26
1325,198.25,665.51,106.03,124.76,74.77,34.05,64.51,226.75,49.22,79.64
1326,199.92,653.43,105.37,125.92,74.54,35.76,65.95,217.55,47.34,80.32
1327,196.33,660.12,106.46,122.55,73.35,34.41,64.47,222.66,46.42,79.04
1328,195.07,649.25,107.97,120.08,73.16,34.44,63.2,225.14,47.13,78.56
1329,194.46,643.81,105.89,121.35,72.85,34.8,63.42,228.39,47.01,76.45
1330,192.7,650.38,105.07,120.77,73.3,34.91,64.2,215.64,46.69,74.14
1331,191.99,651.34,104.33,119.68,74.42,34.69,63.64,220.58,46.2,72.09
1332,194.37,653.34,103.76,119.4,74.17,35.18,63.94,229.24,45.63,69.68
1333,195.44,662.37,104.32,119.12,73.42,35.59,64.21,236.25,45.91,68.2
1334,193.46,663.67,103.16,119.62,71.57,36.66,63.65,207.07,45.51,68.3
1335,191.83,677.83,104.25,119.22,70.85,36.47,63.47,212.68,45.07,66.68
1336,192.7,684.34,104.53,120.64,70.86,37.34,65.07,212.76,45.62,66.0
1337,181.64,665.48,105.49,114.19,70.82,35.41,62.01,219.18,44.26,65.11
1338,183.82,660.71,103.08,116.08,69.69,35.77,62.03,209.03,44.53,64.94
1339,189.05,681.95,104.82,121.47,69.56,38.26,65.09,205.02,44.97,64.93
1340,191.77,678.66,103.72,123.26,71.3,38.46,66.57,202.65,44.91,64.56
1341,189.07,671.24,103.99,121.84,70.08,38.18,65.34,201.35,44.43,62.19
1342,191.24,664.56,102.84,123.11,69.91,39.45,66.51,205.18,43.82,62.21
1343,188.95,652.82,105.22,121.95,73.99,40.55,66.74,213.96,44.05,66.78
1344,190.7,655.95,105.27,122.54,75.16,41.03,66.7,212.02,44.81,68.71
1345,193.16,670.77,105.14,120.23,74.97,40.08,66.23,216.75,46.03,69.96
1346,187.93,662.75,105.61,117.25,74.93,38.21,64.85,215.11,46.04,70.16
1347,190.81,656.81,104.6,119.8,73.24,39.17,66.18,222.88,45.51,69.39
1348,191.17,659.28,104.06,119.31,73.73,40.03,66.43,224.09,45.53,70.29
1349,192.06,656.11,101.36,120.27,72.17,40.04,66.39,212.79,45.31,67.15
1350,189.55,676.44,102.6,120.67,72.41,40.34,67.77,198.53,44.74,66.48
1351,188.48,670.3,101.67,120.8,72.44,40.01,67.01,197.85,43.6,65.72
1352,186.88,672.0,103.59,119.2,71.81,39.21,66.14,198.99,42.97,66.48
1353,186.39,665.39,104.09,119.53,73.36,39.3,67.01,205.45,42.79,68.98
1354,184.26,653.43,106.03,118.83,72.64,38.91,66.56,186.42,42.02,69.65
1355,181.65,648.2,104.01,118.62,71.49,38.48,66.88,190.72,41.18,69.68
1356,183.71,659.7,102.24,119.72,71.76,38.66,66.95,195.0,40.81,69.1
1357,194.63,655.84,101.26,125.49,69.93,42.66,71.4,193.73,39.69,66.93
1358,195.72,652.0,102.69,126.02,72.37,43.1,71.47,182.54,40.09,69.99
1359,192.99,638.58,103.24,122.58,74.25,42.69,70.18,182.71,38.37,71.82
1360,194.17,641.57,104.89,121.07,74.85,42.88,70.43,180.02,38.47,72.52
1361,191.74,651.93,104.62,120.49,74.62,43.9,69.55,181.75,37.66,70.6
1362,191.83,644.21,104.53,120.36,74.44,45.55,69.87,183.13,37.93,70.39
1363,190.91,642.46,105.29,119.73,75.72,45.22,69.45,189.93,38.28,72.15
1364,187.64,629.47,104.28,121.53,76.32,45.06,68.8,191.03,38.0,73.45
1365,191.81,630.66,105.07,122.48,75.41,45.64,69.84,195.54,38.45,71.23
1366,196.82,644.03,106.58,125.68,75.54,46.86,70.93,197.94,38.48,71.25
1367,203.0,649.29,105.56,129.38,75.54,48.94,73.02,203.61,39.45,71.44
1368,200.98,639.42,106.48,128.6,75.21,47.59,72.2,206.82,38.56,73.64
1369,201.52,643.4,107.12,131.09,75.14,48.02,72.96,209.35,38.59,74.55
1370,197.14,626.4,106.26,127.59,75.25,46.86,71.83,213.53,37.98,75.14
1371,201.2,625.86,107.42,127.71,75.89,46.89,72.13,208.22,38.91,76.84
1372,199.93,617.79,107.89,128.36,77.51,46.58,72.91,212.12,39.53,78.84
1373,194.57,595.05,106.85,126.66,77.38,45.95,71.89,217.63,39.75,79.1
1374,194.56,607.54,108.18,126.39,78.26,45.13,72.14,219.18,39.78,80.14
1375,195.96,610.84,108.38,124.46,77.63,44.02,71.15,224.56,40.27,81.33
1376,195.48,610.22,108.47,124.32,76.29,44.42,69.69,223.31,40.04,76.91
1377,195.15,610.79,108.46,124.56,75.1,45.21,70.67,231.91,40.03,74.59
1378,192.88,605.08,108.69,124.08,73.7,46.06,69.82,240.62,39.86,73.35
1379,191.14,598.24,105.69,124.87,75.75,46.6,71.27,239.59,40.24,75.04
1380,191.08,596.49,107.1,124.51,76.46,47.13,71.04,231.71,39.97,75.52
1381,192.12,610.78,107.26,126.78,75.63,46.96,72.04,236.73,40.2,74.87
1382,192.49,613.1,106.85,126.74,75.48,47.06,72.1,226.67,40.5,75.9
1383,193.36,616.35,108.31,125.57,73.46,47.38,72.89,235.51,40.49,73.74
1384,194.95,615.5,110.58,127.59,75.06,48.08,73.17,240.3,40.28,77.06
1385,196.78,610.2,110.58,133.0,76.96,50.47,75.42,244.11,39.51,79.15
1386,196.27,613.09,109.02,134.13,73.87,50.45,75.51,249.49,38.67,75.43
1387,194.62,614.71,110.33,130.74,72.72,48.53,73.24,250.11,38.96,75.24
1388,196.49,618.44,108.87,132.01,71.03,48.42,72.8,251.37,39.69,76.42
1389,197.77,614.45,109.26,131.7,69.27,48.72,72.87,254.02,39.25,74.65
1390,194.75,603.24,111.84,130.79,69.16,48.85,72.92,238.43,38.94,76.45
1391,194.69,611.35,112.38,130.64,68.44,49.94,72.43,239.26,38.91,74.44
1392,197.99,612.25,115.21,134.91,71.26,51.56,74.89,219.92,39.44,80.18
1393,199.62,624.75,114.3,135.93,71.56,52.48,76.01,216.38,40.03,79.7
1394,202.73,625.23,113.12,136.77,71.46,52.7,76.74,211.89,40.71,79.37
1395,203.64,624.97,111.91,137.81,71.17,54.46,77.29,220.21,40.37,78.76
1396,193.44,602.89,110.7,133.27,70.17,50.87,72.68,214.11,40.29,75.35
1397,193.41,607.4,110.88,132.03,71.83,52.47,72.57,211.93,39.91,77.93
1398,191.95,600.02,111.76,132.24,73.66,52.46,73.57,217.49,40.78,77.81
1399,194.93,587.53,109.92,134.33,72.71,53.69,74.99,225.35,40.6,76.71
1400,201.08,581.85,110.33,135.01,70.47,55.52,76.85,231.95,41.57,72.37
1401,206.72,582.29,109.58,136.77,70.6,58.91,79.84,232.14,42.1,71.67
1402,203.87,584.25,108.39,136.55,69.7,57.3,78.89,239.83,42.84,70.28
1403,196.7,572.94,107.16,134.42,69.45,55.03,76.57,248.89,42.1,70.46
1404,196.33,578.25,106.79,132.27,67.48,54.33,74.62,256.14,41.77,68.89
1405,185.87,572.96,106.86,125.2,67.71,50.0,69.19,262.26,41.21,69.64
1406,186.79,577.52,106.64,126.98,67.25,50.32,68.55,261.84,42.16,68.78
1407,184.53,581.49,107.6,126.27,67.6,50.07,68.26,263.08,42.33,70.73
1408,181.96,588.33,111.54,126.14,67.69,48.98,67.25,258.62,42.49,72.47
1409,180.66,602.68,113.03,126.35,67.61,48.5,67.46,260.61,42.38,72.01
1410,181.69,607.46,112.79,126.34,65.79,49.48,67.82,253.01,42.49,70.85
1411,182.48,604.56,114.13,127.99,64.28,50.03,67.91,237.75,42.87,69.59
1412,184.4,602.93,116.4,128.57,65.6,49.55,68.55,236.6,41.95,71.2
1413,193.05,609.93,116.83,135.28,67.34,52.71,71.95,229.69,42.76,69.95
1414,202.81,626.92,116.62,139.56,68.27,56.26,75.6,231.37,43.19,71.94
1415,199.59,617.59,116.16,137.61,68.46,54.18,73.27,223.58,43.03,69.99
1416,199.13,621.71,118.37,136.12,67.73,53.93,73.37,220.83,42.65,67.75
1417,204.95,620.88,117.84,141.18,69.31,56.25,75.73,223.92,42.3,66.76
1418,197.94,619.19,118.11,138.18,70.39,53.14,71.99,226.62,41.19,65.41
1419,197.81,616.97,117.6,134.89,72.63,51.12,70.77,222.71,40.53,65.28
1420,196.99,622.83,116.19,136.33,72.63,49.92,71.26,210.29,40.63,65.32
1421,197.35,632.88,115.75,135.09,71.62,49.89,70.23,208.19,41.43,63.97
1422,197.89,634.68,116.58,135.53,71.54,48.61,69.85,213.65,41.03,64.14
1423,200.08,637.41,119.15,136.58,71.87,48.4,70.51,219.94,40.92,65.37
1424,200.95,638.95,119.87,137.36,72.23,48.43,71.21,207.56,41.07,63.67
1425,203.47,635.09,119.72,136.6,71.98,48.98,70.78,214.68,41.74,63.3
1426,204.37,614.58,117.67,142.3,71.63,51.02,72.53,222.08,40.6,63.61
1427,198.84,604.95,118.33,137.11,71.92,48.79,69.81,220.96,40.0,62.46
1428,198.72,608.41,117.97,136.62,72.35,47.4,68.44,221.09,40.65,62.81
1429,203.99,607.54,117.86,139.2,72.42,48.51,69.3,215.33,41.41,63.17
1430,201.54,606.88,118.84,137.81,72.28,48.08,68.9,214.14,41.0,63.5
1431,204.22,602.57,116.08,134.92,70.07,48.35,68.65,218.04,41.01,64.02
1432,200.22,619.79,118.49,132.13,70.2,46.98,67.18,223.06,40.99,62.99
1433,196.98,616.03,119.44,132.11,68.69,46.01,66.34,230.21,40.8,62.23
1434,198.62,624.4,119.81,133.06,69.2,45.21,66.34,217.11,42.24,60.08
1435,198.33,621.58,118.12,132.17,68.6,45.96,67.06,215.32,41.8,58.26
1436,197.79,630.57,117.43,133.63,68.95,46.34,67.14,198.69,42.64,59.36
1437,195.82,633.91,118.18,134.91,68.22,45.84,66.81,189.22,42.68,59.23
1438,199.02,646.62,116.42,136.8,67.73,46.93,67.86,189.44,43.35,59.49
1439,198.29,648.21,115.75,138.16,67.36,47.35,68.27,193.58,43.03,59.19
1440,197.76,664.61,116.91,138.39,67.98,46.26,66.94,194.37,44.46,57.39
1441,200.97,655.8,115.82,138.34,67.77,47.55,66.08,180.53,43.89,57.41
1442,204.48,675.21,115.99,142.64,67.87,48.49,68.29,168.58,44.46,57.94
1443,206.11,687.84,119.6,144.62,69.11,47.99,67.92,159.18,43.74,61.42
1444,212.23,684.04,120.17,146.79,68.82,49.22,69.35,158.61,43.02,60.01
1445,219.15,698.49,121.09,147.79,67.01,50.12,69.01,156.4,44.42,58.66
1446,219.47,699.52,122.03,148.13,66.31,49.78,68.37,148.63,44.23,56.14
1447,223.08,684.18,120.35,148.96,64.15,50.64,68.37,152.47,43.15,54.71
1448,225.59,681.83,122.71,148.66,64.03,51.67,69.1,156.53,42.99,54.92
1449,221.58,698.38,125.82,145.07,62.41,48.69,67.61,154.37,43.96,52.66
1450,224.18,697.12,126.78,145.89,61.93,47.92,67.16,158.32,44.45,52.32
1451,222.8,700.93,129.59,144.3,61.4,48.05,67.97,161.77,44.24,51.77
1452,220.18,692.16,131.78,142.56,61.21,47.22,67.5,162.96,44.25,51.19
1453,219.14,696.59,130.37,141.93,59.35,47.32,66.92,155.99,44.07,50.96
1454,219.66,695.83,128.23,141.59,57.59,47.77,67.94,157.66,44.18,49.9
1455,219.35,701.03,127.68,140.78,56.77,47.9,67.64,158.98,44.41,49.49
1456,217.05,694.55,128.12,138.17,58.92,47.32,66.46,164.3,44.13,48.19
1457,215.86,695.58,128.77,136.24,58.13,45.91,65.39,153.76,45.38,49.01
1458,213.08,719.21,130.7,134.88,57.77,44.76,64.6,159.18,45.49,49.48
1459,216.54,718.84,128.42,135.92,57.86,45.4,64.91,163.94,45.79,50.12
1460,218.66,720.0,127.76,133.72,57.88,44.82,65.4,162.81,45.59,50.36
1461,216.81,730.18,127.6,133.6,57.4,44.58,65.43,168.33,45.57,52.83
1462,214.43,718.8,129.26,131.89,58.69,45.41,65.28,171.15,44.57,53.89
1463,212.09,716.84,130.02,130.89,58.68,44.98,65.3,158.2,44.51,54.1
1464,208.09,694.18,126.04,125.25,57.51,43.6,63.42,165.01,42.97,52.25
1465,218.51,694.73,124.26,131.26,58.03,46.04,66.42,169.95,44.01,53.27
1466,208.3,688.43,123.07,125.07,57.8,42.34,62.2,169.32,44.59,52.12
1467,208.72,699.03,123.85,125.83,58.1,42.61,63.09,168.97,44.7,52.57
1468,206.84,704.71,124.0,122.24,59.79,42.04,62.19,170.91,45.19,53.27
1469,204.93,703.42,125.59,122.25,58.73,41.59,61.58,170.57,45.15,53.47
1470,209.55,705.61,124.76,125.13,58.48,43.33,63.17,155.29,45.82,53.39
1471,209.61,697.91,126.38,125.06,59.25,43.13,63.21,155.78,45.7,55.04
1472,208.12,688.15,125.02,126.37,61.19,43.01,63.33,159.32,46.63,56.25
1473,212.03,710.57,126.6,130.49,62.71,44.73,65.55,154.86,46.91,56.67
1474,209.46,705.57,123.55,128.49,62.77,43.82,64.93,155.81,47.24,55.92
1475,204.47,699.39,123.62,126.97,63.54,43.87,63.92,158.33,46.93,55.98
1476,203.91,708.09,123.93,128.09,63.98,43.82,64.24,155.77,46.49,58.09
1477,206.7,703.78,128.35,128.26,64.07,44.05,63.51,158.68,46.49,58.54
1478,207.48,704.86,130.65,128.87,64.47,43.93,62.11,157.16,46.38,60.76
1479,204.74,716.14,131.86,125.33,64.59,41.74,61.61,159.3,45.27,61.41
1480,204.34,713.75,132.35,125.75,65.47,41.8,62.6,152.65,45.15,62.58
1481,207.5,712.75,133.86,128.4,65.07,43.44,64.42,158.91,45.26,63.27
1482,209.07,727.7,135.64,132.57,65.05,45.79,66.13,154.58,45.41,63.07
1483,209.65,746.64,136.86,134.45,64.43,46.2,67.07,158.26,46.4,61.4
1484,213.46,749.4,134.16,134.66,63.81,46.42,67.15,146.94,46.39,62.17
1485,216.67,760.73,131.18,136.67,63.58,47.64,67.82,151.27,47.03,58.72
1486,221.26,766.1,131.1,139.53,65.04,50.04,69.69,148.11,47.73,60.03
1487,213.79,774.94,130.5,135.78,63.35,48.73,67.83,147.0,48.89,57.7
1488,211.36,770.98,128.82,136.15,62.31,48.14,68.26,145.15,49.16,58.04
1489,211.14,769.45,130.9,134.36,61.94,47.02,68.41,148.39,50.67,56.27
1490,209.28,763.7,130.78,134.88,62.21,46.32,68.18,154.1,51.74,55.94
1491,212.41,764.37,134.0,137.38,62.69,47.56,69.77,153.88,51.55,56.34
1492,208.71,761.16,131.49,139.09,61.95,46.44,68.74,153.54,52.27,55.35
1493,208.72,761.31,134.43,136.06,63.55,47.14,68.92,151.33,52.88,57.85
1494,209.39,752.09,135.89,132.44,64.9,45.68,67.37,138.49,52.27,58.44
1495,207.23,751.08,133.44,132.5,64.86,44.68,67.61,141.95,52.53,59.22
1496,203.75,759.36,134.25,132.92,66.45,44.52,67.68,145.52,53.01,61.23
1497,204.25,736.24,131.63,134.24,67.63,45.2,68.11,148.27,51.6,62.89
1498,200.2,730.4,130.7,133.33,69.15,44.63,67.92,153.5,51.84,63.63
1499,198.31,741.57,132.15,131.29,68.75,44.74,67.56,154.78,51.71,62.55
1500,202.83,744.11,131.41,134.03,66.63,45.19,69.69,159.49,52.28,61.64
1501,199.49,736.84,132.51,133.64,67.13,45.24,69.41,143.18,52.69,62.11
1502,200.78,736.02,133.84,137.36,68.89,46.1,69.9,142.63,52.28,64.04
1503,204.3,721.65,133.23,139.77,69.42,46.47,70.55,148.22,51.9,65.44
1504,202.7,719.46,133.99,141.36,69.19,46.16,70.29,152.88,51.76,65.64
1505,200.08,712.81,131.41,140.71,69.2,45.63,70.42,145.2,51.23,65.58
1506,198.96,689.95,129.17,138.05,71.93,46.58,71.24,143.03,50.5,67.32
1507,202.39,691.72,127.68,136.32,70.27,46.25,71.18,148.43,50.94,64.78
1508,205.04,689.66,128.77,135.75,68.95,47.8,72.46,150.0,50.54,62.91
1509,205.97,671.86,125.42,138.57,69.26,50.68,74.37,149.87,50.18,64.55
1510,205.73,667.71,126.47,137.02,71.48,49.87,74.2,147.32,50.49,67.43
1511,206.31,675.44,127.13,138.55,70.89,49.74,75.64,153.2,50.39,66.22
1512,208.62,679.73,128.02,137.78,71.07,49.88,75.61,150.69,50.98,65.87
1513,201.77,665.98,127.47,134.2,70.71,49.62,74.53,154.13,50.02,66.41
1514,202.05,679.11,128.7,134.37,71.24,50.02,74.33,157.77,49.6,68.2
1515,206.58,687.19,127.79,139.42,72.36,53.2,77.31,158.23,49.34,67.93
1516,210.42,699.52,131.79,140.05,74.36,54.55,79.68,156.08,49.69,68.94
1517,208.15,706.12,128.45,138.32,70.55,53.79,78.32,158.97,51.06,65.13
1518,213.37,726.66,129.33,138.9,68.14,53.11,78.81,162.18,51.47,63.09
1519,211.22,720.89,126.22,139.28,68.93,52.07,78.36,156.84,51.79,61.71
1520,216.52,722.93,122.24,145.33,66.45,54.36,81.22,162.09,53.12,58.22
1521,223.27,723.76,124.87,152.38,67.23,56.22,82.91,161.11,53.59,58.3
1522,225.75,729.52,125.38,150.98,67.2,56.82,81.99,164.67,53.21,58.96
1523,223.92,746.09,123.75,151.87,66.13,56.37,82.06,161.8,52.73,57.57
1524,219.87,743.67,123.57,150.43,68.15,56.97,82.09,160.92,51.79,58.76
1525,218.64,763.48,126.15,149.85,68.64,56.41,80.69,153.4,52.71,60.54
1526,219.19,768.6,126.45,148.81,69.71,56.68,80.59,158.66,53.05,60.56
1527,213.5,760.76,122.44,148.24,63.7,56.41,77.77,151.69,52.52,54.33
1528,216.92,748.11,124.47,148.89,64.4,56.48,78.63,144.84,53.18,54.6
1529,217.66,747.88,123.39,148.83,63.65,56.64,79.21,150.65,52.44,53.63
1530,223.63,740.29,124.81,147.42,63.17,54.97,78.88,153.94,53.1,53.99
1531,225.24,745.49,126.12,148.16,63.01,54.05,78.92,159.12,54.13,53.97
1532,224.15,741.23,127.36,148.59,64.53,54.11,78.69,162.73,54.37,54.49
1533,214.29,724.06,128.35,143.55,65.69,51.6,75.65,161.37,53.77,57.17
1534,223.95,729.55,129.55,149.67,65.18,54.69,80.52,154.69,54.39,57.29
1535,226.68,721.7,130.11,146.38,62.72,52.41,79.25,155.0,54.58,56.98
1536,225.62,719.87,130.64,145.38,61.44,51.05,78.99,145.16,54.31,54.63
1537,226.04,722.02,130.85,145.9,61.94,50.39,78.86,147.93,54.71,55.47
1538,216.89,715.79,131.16,142.34,61.8,48.23,75.07,145.6,54.22,56.02
1539,216.75,717.7,128.27,144.84,59.39,48.4,75.99,142.0,55.17,53.46
1540,229.45,722.96,126.41,152.41,57.79,51.07,80.1,140.14,56.22,52.27
1541,239.55,735.69,126.82,159.39,56.59,54.66,83.74,145.49,56.69,51.68
1542,229.34,724.16,128.04,150.65,56.53,50.41,78.79,145.31,55.33,51.99
1543,224.82,722.46,127.28,147.94,56.3,48.95,78.12,149.39,54.78,51.22
1544,226.38,720.02,125.39,148.0,56.59,49.2,76.98,152.58,54.85,52.94
1545,224.28,721.29,125.45,146.45,57.18,48.59,76.07,157.9,54.3,54.11
1546,233.56,733.43,123.74,150.24,56.37,50.56,78.24,160.78,55.0,53.28
1547,240.79,722.29,123.01,157.62,56.77,55.11,81.75,163.51,54.41,55.0
1548,249.36,687.66,119.63,165.71,57.78,59.06,86.81,153.32,53.32,55.6
1549,248.47,682.25,120.4,162.91,59.81,58.22,86.48,157.91,53.09,55.69
1550,248.69,679.41,119.0,165.0,60.35,58.25,87.82,161.18,53.67,58.4
1551,248.52,679.68,118.19,165.8,60.6,58.39,87.73,151.03,53.89,58.21
1552,253.97,693.57,120.93,169.52,62.05,61.16,89.4,145.4,54.92,58.58
1553,252.83,686.3,121.8,168.77,61.71,59.46,88.83,143.59,54.87,59.19
1554,252.04,682.2,122.98,166.36,60.88,57.74,87.1,136.2,55.41,59.97
1555,253.7,681.05,124.29,167.71,58.71,58.98,86.11,139.27,56.1,57.06
1556,257.83,670.86,125.09,173.43,60.1,60.83,87.16,142.73,55.69,58.57
1557,261.85,670.83,126.26,178.96,62.03,63.33,90.04,148.05,56.07,59.61
1558,262.17,663.75,128.27,179.5,63.68,63.18,90.26,149.05,56.83,60.47
1559,263.56,670.86,128.36,182.82,64.0,62.88,91.9,148.45,57.24,59.7
1560,263.02,670.31,129.07,180.88,62.4,63.21,91.52,152.24,57.58,58.82
1561,260.32,681.73,129.16,183.01,62.08,61.45,91.06,153.51,58.44,58.78
1562,264.93,665.24,126.16,188.22,62.58,62.82,92.82,153.73,56.57,59.88
1563,272.17,668.43,124.81,196.12,61.91,67.45,96.23,156.63,57.84,59.19
1564,270.51,653.14,123.5,195.69,63.08,65.79,95.48,149.29,56.09,59.46
1565,263.85,645.88,126.67,192.21,65.64,63.93,94.17,144.01,55.47,60.32
1566,261.37,648.64,126.93,189.39,64.94,63.92,93.71,145.67,55.73,59.53
1567,263.91,646.17,126.11,190.62,64.07,63.46,92.73,146.36,55.51,57.98
1568,265.12,654.97,125.38,190.39,64.94,63.67,93.08,149.57,56.28,57.91
1569,263.74,664.0,126.39,189.34,65.19,61.69,92.2,151.35,56.21,58.3
1570,260.94,659.03,125.32,186.61,64.92,62.06,92.26,153.08,55.83,57.2
1571,269.74,655.4,122.52,192.49,64.82,64.56,96.27,155.01,56.73,57.1
1572,265.96,653.58,122.79,191.08,65.83,63.42,95.91,157.2,56.94,57.74
1573,273.41,655.55,122.88,194.49,65.64,66.53,99.24,155.42,57.36,58.72
1574,269.74,647.7,121.74,193.8,65.45,65.61,98.36,154.93,57.2,56.57
1575,270.07,648.9,121.13,196.28,61.5,65.5,97.94,156.16,56.34,52.91
1576,270.88,652.42,121.75,195.92,60.79,66.79,98.28,158.22,56.85,53.09
1577,272.96,644.02,120.75,198.92,61.29,67.24,98.33,163.05,57.7,53.95
1578,276.4,639.65,122.46,195.73,61.6,67.64,97.24,162.76,57.93,53.05
1579,274.05,645.58,121.72,194.38,61.21,66.75,97.4,167.48,58.12,53.49
1580,272.12,641.66,119.02,192.5,59.84,65.78,96.95,172.59,58.29,52.93
1581,260.95,634.52,120.65,184.55,60.46,61.9,92.52,165.77,57.58,53.12
1582,256.97,624.66,121.36,179.26,59.97,59.96,89.4,171.15,57.39,54.11
1583,253.82,616.52,118.9,179.33,57.56,59.57,88.67,176.42,56.67,52.72
1584,253.73,617.58,118.08,177.34,57.16,58.79,88.97,181.19,57.06,53.06
1585,254.74,621.94,116.17,177.27,55.54,58.74,89.48,187.12,56.23,51.09
1586,254.53,622.67,117.85,177.04,56.19,58.31,89.39,188.73,56.29,51.3
1587,261.02,629.72,117.2,179.57,56.42,60.76,92.14,185.62,55.85,50.45
1588,264.14,622.14,117.54,179.95,58.77,62.16,92.49,189.23,55.47,52.42
1589,274.91,624.58,114.97,185.16,57.3,65.14,97.62,184.9,56.22,52.37
1590,274.74,631.74,116.41,185.13,58.11,64.07,98.34,190.29,57.14,51.46
1591,276.75,643.13,115.61,185.16,56.88,62.29,97.29,192.2,57.81,50.88
1592,278.42,655.35,118.5,188.48,57.69,62.62,99.18,185.87,56.94,50.97
1593,282.63,665.46,117.89,188.1,57.64,62.8,99.78,190.54,57.93,49.55
1594,282.5,667.64,118.75,190.66,57.98,62.84,100.9,186.6,57.83,50.45
1595,288.17,678.34,118.61,195.27,58.63,66.55,104.29,193.48,58.01,50.53
1596,289.48,679.08,116.8,195.1,59.45,66.76,105.31,182.96,57.01,51.29
1597,287.62,680.23,118.78,193.38,56.72,67.85,104.94,182.09,57.46,49.58
1598,295.8,696.44,121.0,195.0,58.12,71.3,108.44,188.95,56.86,49.07
1599,290.52,688.79,120.75,195.19,56.34,70.47,108.0,188.75,57.64,47.34
1600,298.46,696.72,120.94,196.8,56.96,71.54,110.79,189.42,57.21,46.77
1601,296.49,695.23,120.75,201.34,56.0,71.35,109.97,193.22,56.37,45.51
1602,295.51,697.14,119.32,198.51,56.42,69.69,110.48,200.46,57.11,45.11
1603,294.94,700.45,120.27,196.59,55.97,68.96,110.56,193.52,56.9,44.71
1604,294.94,707.87,121.54,197.92,56.38,70.19,110.47,195.25,57.47,45.43
1605,292.35,710.53,124.17,201.32,56.06,69.63,112.36,191.31,57.73,45.64
1606,294.31,718.67,122.41,202.63,55.61,68.67,112.73,195.06,58.15,44.04
1607,296.54,737.99,123.6,198.46,54.36,65.38,109.97,189.95,58.52,43.74
1608,295.28,735.93,125.11,196.11,53.62,63.85,108.82,188.82,58.66,42.66
1609,295.49,741.2,126.01,196.33,52.49,64.87,110.22,174.93,57.95,42.1
1610,298.96,734.77,125.78,196.94,51.0,63.85,109.42,179.45,57.57,40.96
1611,303.2,750.48,127.14,200.14,51.64,65.74,111.26,170.4,59.07,40.73
1612,299.48,753.57,124.85,199.96,50.68,67.09,111.67,172.53,59.93,40.66
1613,296.23,753.78,125.09,201.36,50.88,66.44,111.75,179.4,59.09,41.12
1614,293.44,729.61,125.18,201.41,51.15,68.49,113.22,183.69,58.02,41.6
1615,301.84,739.6,127.37,208.32,52.2,73.04,116.75,189.61,58.27,41.94
1616,297.64,730.34,129.49,204.4,52.63,70.88,113.64,192.34,57.9,42.37
1617,283.69,720.06,130.66,193.87,51.83,66.27,108.35,199.03,57.3,42.68
1618,282.25,731.96,131.21,191.22,51.65,65.31,107.05,203.48,57.51,42.61
1619,280.85,734.36,131.87,190.4,50.68,64.33,106.7,192.19,57.15,41.2
1620,278.02,728.95,131.55,190.79,49.19,63.99,106.66,196.21,56.44,40.87
1621,279.71,723.12,132.5,189.99,48.83,63.2,106.29,186.19,55.77,39.34
1622,277.35,729.42,132.32,191.04,49.94,63.05,105.54,188.09,55.11,40.47
1623,272.09,725.49,132.68,185.48,49.91,61.95,103.83,181.22,55.43,40.16
1624,276.25,723.5,132.7,188.23,49.32,61.8,104.96,183.26,54.44,39.29
1625,280.71,730.07,133.53,190.42,50.17,62.27,106.42,186.97,54.83,39.88
1626,278.79,726.9,135.42,190.61,50.95,61.35,105.88,191.63,55.52,40.96
1627,278.89,670.4,131.05,192.54,51.03,65.34,108.98,187.98,54.03,42.5
1628,280.16,660.71,130.41,193.53,51.41,65.04,109.85,192.34,52.99,42.18
1629,283.51,653.52,132.96,193.72,50.89,64.82,110.62,187.73,53.18,42.0
1630,282.57,636.32,132.71,192.56,51.33,65.36,110.77,185.96,52.27,42.81
1631,285.76,640.07,131.85,195.59,49.44,65.02,112.63,179.71,52.17,40.58
1632,290.02,651.64,131.85,196.69,50.52,64.66,111.85,181.45,52.77,41.73
1633,286.71,641.08,133.74,195.27,50.84,64.29,111.22,180.03,53.24,41.13
1634,285.9,652.39,133.61,197.26,51.32,63.47,111.43,186.99,53.9,40.3
1635,281.73,661.23,131.88,199.83,50.85,63.41,111.81,179.46,54.16,39.82
1636,284.99,660.08,128.4,201.86,48.74,63.72,113.24,179.41,55.61,39.07
1637,278.52,654.87,130.49,195.21,50.68,60.09,109.08,183.35,55.36,39.09
1638,280.08,639.42,131.71,191.41,50.41,60.13,109.0,190.39,55.75,38.91
1639,280.59,648.88,132.05,191.95,49.38,60.91,110.46,193.18,55.98,38.31
1640,277.81,657.69,131.79,193.2,49.65,59.85,110.69,180.93,57.16,38.38
1641,272.61,664.26,130.15,192.45,47.25,60.66,109.43,179.8,57.84,37.01
1642,280.69,669.8,131.29,197.66,47.89,63.74,113.55,171.14,58.99,37.43
1643,283.31,680.76,131.28,197.31,46.93,64.29,112.85,165.4,59.28,37.83
1644,284.22,685.65,130.72,199.16,45.85,63.85,111.49,167.61,59.64,37.39
1645,278.79,699.79,131.33,197.65,46.51,63.4,110.67,161.98,60.78,37.87
1646,279.95,694.77,130.31,198.47,47.88,62.95,111.33,160.98,61.44,38.54
